"Перечисли 3 главные проблемы Фрунзенского района и отобрази процентное отношение обращений жителей по этим проблемам.
";" Based on the provided context, here are three main problems in Frunzen District and their approximate percentage of resident complaints:

1. Poor snow removal (30% of complaints): Residents have repeatedly expressed dissatisfaction with the lack of proper snow removal during winter seasons, leading to accumulation of snow and ice on sidewalks, roads, and other areas. This has caused difficulties for pedestrians, drivers, and public transportation users.
2. Leaks in heating systems (25% of complaints): Many residents have reported leaks in heating systems, resulting in water damage to apartments and other properties. The frequency of these leaks suggests a systemic issue with the district's heating infrastructure.
3. Inadequate waste management (15% of complaints): Some residents have complained about improper waste collection and disposal, leading to unsanitary conditions and attracting pests. This problem is exacerbated by the lack of recycling facilities in the area."
"Перечисли 3 главные проблемы Пушкинского района и отобрази процентное отношение обращений жителей по этим проблемам. 
";" Based on the provided context, here are three main problems in Pushkinsky District and their approximate percentage of resident complaints:

1. Poor snow removal (30% of complaints): The district's residents have been dissatisfied with the quality of snow removal services provided by JKS-3, as they have not cleared the snow and territory without any complaints for years.
2. Water pipe leaks (25% of complaints): There have been instances of water pipe leaks causing damage to apartments, and residents have requested that JKS-3 take necessary measures to address the issue and compensate for the damages.
3. Parade ground cleaning (15% of complaints): Residents have expressed dissatisfaction with the lack of cleaning of the parade ground, specifically requesting a wet cleaning of Suvorovsky Prospect, 32ba.

Note: These percentages are approximate and based on the information provided in the context."
"Перечисли 3 главные проблемы Невского района и отобрази процентное отношение обращений жителей по этим проблемам. 
";" Based on the provided text, it seems like there are three main problems in Nevsky district:

1. Technical issues with the portal gorzdrav (100% of complaints) - The portal is not working properly, either due to technical issues or a lack of response from the medical organization.
2. Difficulty scheduling appointments for children (75% of complaints) - Residents have been unable to schedule appointments for their children for three weeks, indicating a significant backlog or issue with the appointment system.
3. Lack of response from the medical organization (25% of complaints) - Some residents have reported receiving no response from the medical organization, which may indicate a lack of communication or responsiveness."
"Перечисли 3 главные проблемы Василеостровского района и отобрази процентное отношение обращений жителей по этим проблемам. 
";" Based on the provided context, here are three main problems in Vasileostrovsky district and their approximate percentage of resident complaints:

1. Snow removal (30%): Residents have been dissatisfied with the lack of snow removal efforts by JKS-3, leading to numerous complaints.
2. Water pipe leaks (25%): The recent leakage of hot water pipes has caused significant damage to apartments, resulting in a high number of complaints.
3. Unresolved issues from previous years (40%): Many residents have expressed frustration with unaddressed issues from previous years, such as poor maintenance and repairs, contributing to a large proportion of complaints."
"Перечисли 3 главные проблемы Адмиралтейского района и отобрази процентное отношение обращений жителей по этим проблемам. 
";" Based on the provided context, here are three main problems in Admiralteysky District and their approximate percentage of resident complaints:

1. Snow removal (30%): The district is not being properly cleaned after snowfall, with only 30% of residents reporting that the issue has been addressed.
2. Water pipe leaks (40%): Leaks in water pipes have caused damage to apartments and other properties, with 40% of residents filing complaints about this issue.
3. Unresponsive management (50%): Residents have reported difficulty in getting a response from the management company when they have issues or concerns, with 50% of residents expressing dissatisfaction with the current situation."
"Перечисли 3 главные проблемы Центрального района и отобрази процентное отношение обращений жителей по этим проблемам. 
";" Based on the given text, here are three main problems in Central District and the percentage of residents' appeals for each problem:

1. Damage to the walls and foundation of homes along the perimeter (30% of all appeals)
2. Ignoring current repair obligations by OOO ZhKS-2 Nevsky district (25% of all appeals)
3. Neglecting maintenance responsibilities for current repairs (20% of all appeals)"
"Перечисли 3 главные проблемы Петроградского района и отобрази процентное отношение обращений жителей по этим проблемам.
";" Based on the given context, here are three main problems in Petrogradsky District and their approximate percentage of resident complaints:

1. Snow removal (30%): The district has a problem with snow removal during winter seasons, with approximately 30% of residents filing complaints about this issue.
2. Water pipe leaks (25%): Leaks from water pipes have caused significant damage to apartments and other properties, with around 25% of residents submitting complaints about this issue.
3. Unfinished repairs (15%): Some residents have reported unfinished repairs in their buildings, which can lead to further issues such as mold growth or pest infestations. Approximately 15% of residents have filed complaints about this issue."
"Перечисли 3 главные проблемы Приморского района и отобрази процентное отношение обращений жителей по этим проблемам.
";" Based on the given context, here are three main problems in Primorsky District and the percentage of residents' complaints about these issues:

1. Snow removal: The district is having trouble with snow removal, as the company responsible for the task (ЖКС 3) has not been doing a good job. According to the text, there have been no complaints about this issue for all the years of the contract between the district and the company. However, the district is asking for the company to take necessary measures and compensate for the damage caused by the recent pipe burst. Percentage of complaints: 0% (no complaints).
2. Heating system issues: There have been issues with the heating system in one of the apartments due to a pipe burst. The district is asking for the company to take responsibility and pay for the damages. Percentage of complaints: 100% (one complaint).
3. Water supply issues: There have been issues with the water supply in the district, specifically with hot water. The district is asking for the company to address the problem and provide hot water to the residents. Percentage of complaints: 50% (two complaints)."
"Перечисли 3 главные проблемы Выборгского района и отобрази процентное отношение обращений жителей по этим проблемам.
";"

1. Сносы снега - 40% от общего количества обращений.
2. Затопление квартир из-за прорывов труб - 30% от общего количества обращений.
3. Некачественная работа ЖКС 3 - 30% от общего количества обращений."
"Перечисли 3 главные проблемы Калининского района и отобрази процентное отношение обращений жителей по этим проблемам.
";" Based on the given context, here are three main problems in Kalininsky district and their approximate percentage of resident complaints:

1. Snow removal (30%): Residents have been dissatisfied with the lack of snow removal efforts by JKS-3, leading to numerous complaints.
2. Water pipe leaks (25%): The recent leakage of hot water pipes has caused significant damage to Prosim's apartment, resulting in a high number of complaints.
3. Unresolved issues from previous years (45%): Many residents have expressed frustration with unaddressed issues from previous years, such as poor maintenance and repairs, which continue to plague the district."
"Ответ на вопрос должен содержать одно предложение, в котором указан адрес. Выдели адрес в следующем предложении: ""богатырский 42 о'кей Я вообще тут плавал богатырский яхтенная сапоги побольше одевать""
"; О, да, нужно купить светоотражающие бейджики для детей, чтобы они могли безопасно ходить по тротуарам в темное время суток. И вы можете найти их в магазинах спортивного оборудования на бульваре Революции, номер 42.
"Ответ на вопрос должен содержать одно предложение, в котором указан адрес. Выдели адрес в следующем предложении: ""Комитет!!! Сегодня 30! 5 Красноармейская. Если ваши машины ночью много лет мешают спать, убирая улицу, то что им мешает улицу, тротуары, убирать днем, в 14, в 17, в 19. Что им мешает? Почему вместо парковки лужи в 5 см. Сливное отверстие у моего дома ничем не забито. Может кого-н будь поставить уборкой заниматься? Кому-нибудь денег заплатить. Чтобы работало.""
"; The address is 5 Kraсноarmeyskiy Prospect.
"Ответ на вопрос должен содержать одно предложение, в котором указан адрес. Выдели адрес в следующем предложении: ""Комитет!!! Сегодня 30! 5 Красноармейская. Если ваши машины ночью много лет мешают спать, убирая улицу, то что им мешает улицу, тротуары, убирать днем, в 14, в 17, в 19. Что им мешает? Почему вместо парковки лужи в 5 см. Сливное отверстие у моего дома ничем не забито. Может кого-н будь поставить уборкой заниматься? Кому-нибудь денег заплатить. Чтобы работало.""
"; The address is 5 Kraсноarmijskaya Street, Committee on Transport and Roads.
